Entry	Entry Name	Gene	Gene Names	Protein names	Reviewed	Ribosomal	RP Gene	RP Nomenclature	RP Subunit	Evidence	N studies	N datasets	Studies	Cell lines	Systems	Datasets	Accessions	Source labels	Caveats	Notes
P67936	TPM4_HUMAN	TPM4	TPM4	Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)	yes					both	3	3	Ashour 2020; Donnellan 2022; Irshad 2019	PDLF primary; Caov3 parental; HMEC-1	cell-free lysate + MG; in-cell, basal; cell-free lysate + 500 uM MG	ashour-2020-cellfree; donnellan-2022-caov3; irshad-2019-hmec1	P67936	TPM4_HUMAN | Tropomyosin alpha-4 chain; P67936 | Isoform 2 of Tropomyosin alpha-4 chain; Tropomyosin α4 chain | TPM4		
Q06830	PRDX1_HUMAN	PRDX1	PRDX1 PAGA PAGB TDPX2	Peroxiredoxin-1 (Natural killer cell-enhancing factor A) (Proliferation-associated gene protein) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)	yes					both	3	3	Alhujaily 2021; Donnellan 2022; Irshad 2019	HEK293; WIL2-NS; HMEC-1	in-cell, 131 uM MG 6 h; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	alhujaily-2021-hek293; donnellan-2022-wil2ns; irshad-2019-hmec1	Q06830	PRDX1 | Peroxiredoxin-1; Q06830 | Peroxiredoxin-1; Peroxiredoxin-1 | PRDX1	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q12905	ILF2_HUMAN	ILF2	ILF2 NF45	Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa)	yes					both	3	3	Alhujaily 2021; Ashour 2020; Irshad 2019	HEK293; PDLF primary; HMEC-1	in-cell, 131 uM MG 6 h; cell-free lysate + MG; cell-free lysate + 500 uM MG	alhujaily-2021-hek293; ashour-2020-cellfree; irshad-2019-hmec1	Q12905	ILF2 | Interleukin enhancer-binding factor 2; ILF2_HUMAN | Interleukin enhancer-binding factor 2; Interleukin enhancer-binding factor 2 | ILF2	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q12906	ILF3_HUMAN	ILF3	ILF3 DRBF MPHOSPH4 NF90	Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (M-phase phosphoprotein 4) (Nuclear factor associated with dsRNA) (Nuclear factor of activated T-cells 90 kDa) (Translational control protein 80)	yes					both	3	3	Ashour 2020; Irshad 2019; Zheng 2024	PDLF primary; HMEC-1; SH-SY5Y	cell-free lysate + MG; cell-free lysate + 500 uM MG; in-cell, 0-1000 uM MGO	ashour-2020-cellfree; irshad-2019-hmec1; zheng-2024-shsy5y-fig4	Q12906	ILF3_HUMAN | Interleukin enhancer-binding factor 3; Interleukin enhancer-binding factor 3 | ILF3; ILF3	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q15149	PLEC_HUMAN	PLEC	PLEC PLEC1	Plectin (Hemidesmosomal protein 1) (Plectin-1)	yes					both	3	3	Ashour 2020; Donnellan 2022; Zheng 2024	PDLF primary; Caov3 parental; SH-SY5Y	cell-free lysate + MG; in-cell, basal; in-cell, 0-1000 uM MGO	ashour-2020-cellfree; donnellan-2022-caov3; zheng-2024-shsy5y-fig4	Q15149	PLEC_HUMAN | Plectin; Q15149 | Isoform 8 of Plectin; PLEC	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q09666	AHNK_HUMAN	AHNAK	AHNAK PM227	Neuroblast differentiation-associated protein AHNAK (Desmoyokin)	yes					both	2	5	Ashour 2020; Donnellan 2022	PDLF primary; Caov3 parental; OV90 parental; PBL, 3 donors; WIL2-NS	cell-free lysate + MG; in-cell, basal; ex vivo, basal; in-cell, 500 uM MGO 24 h	ashour-2020-cellfree; donnellan-2022-caov3; donnellan-2022-ov90; donnellan-2022-pbl; donnellan-2022-wil2ns	Q09666	AHNK_HUMAN | Neuroblast differentiation- associated protein AHNAK; Q09666 | Neuroblast differentiation-associated protein AHNAK	donnellan-2022-pbl: primary cells, ex vivo	
P15311	EZRI_HUMAN	EZR	EZR VIL2	Ezrin (Cytovillin) (Villin-2) (p81)	yes					both	2	4	Donnellan 2022; Irshad 2019	Caov3 parental; OV90 parental; WIL2-NS; HMEC-1	in-cell, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-caov3; donnellan-2022-ov90; donnellan-2022-wil2ns; irshad-2019-hmec1	P15311	P15311 | Ezrin; Ezrin | EZR		
P16152	CBR1_HUMAN	CBR1	CBR1 CBR CRN SDR21C1	Carbonyl reductase [NADPH] 1 (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (Prostaglandin-E(2) 9-reductase) (Short chain dehydrogenase/reductase family 21C member 1)	yes					in-cell	2	4	Donnellan 2022; Zheng 2024	Caov3 parental; PBL, 3 donors; SH-SY5Y	in-cell, basal; ex vivo, basal; in-cell, 0-1000 uM MGO	donnellan-2022-caov3; donnellan-2022-pbl; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	P16152	P16152 | Carbonyl reductase [NADPH] 1; P16152	donnellan-2022-pbl: primary cells, ex vivo; zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
P26641	EF1G_HUMAN	EEF1G	EEF1G EF1G	Elongation factor 1-gamma (eEF-1B gamma)	yes					in-cell	2	4	Donnellan 2022; Zheng 2024	Caov3 parental; WIL2-NS; SH-SY5Y	in-cell, basal; in-cell, 500 uM MGO 24 h; in-cell, 0-1000 uM MGO	donnellan-2022-caov3; donnellan-2022-wil2ns; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	P26641	P26641 | Elongation factor 1-gamma; P26641	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
P52566	GDIR2_HUMAN	ARHGDIB	ARHGDIB GDIA2 GDID4 RAP1GN1	Rho GDP-dissociation inhibitor 2 (Ly-GDI) (Rho-GDI beta)	yes					both	2	4	Irshad 2019; Zheng 2024	HAEC; HMEC-1; SH-SY5Y	in-cell, 20 mM glucose; cell-free lysate + 500 uM MG; in-cell, 0-1000 uM MGO	irshad-2019-haec; irshad-2019-hmec1; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	P52566	Rho GDP-dissociation inhibitor 2 | RhoGDI2; Rho GDP-dissociation inhibitor 2 | ARHGD1B; P52566; P52566 | Rho GDP-dissociation inhibitor 2	irshad-2019-haec: from main-text prose; zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q16222	UAP1_HUMAN	UAP1	UAP1 SPAG2	UDP-N-acetylhexosamine pyrophosphorylase (Antigen X) (Protein-pyrophosphorylation enzyme) (Sperm-associated antigen 2) (UDP-N-acetylgalactosamine pyrophosphorylase) (UDP-N-acetylglucosamine pyrophosphorylase)	yes					both	2	4	Donnellan 2022; Irshad 2019	Caov3 parental; OV90 parental; WIL2-NS; HMEC-1	in-cell, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-caov3; donnellan-2022-ov90; donnellan-2022-wil2ns; irshad-2019-hmec1	Q16222	Q16222 | UDP-N-acetylhexosamine pyrophosphorylase; UDP-N-acetylhexosamine pyrophosphorylase | UAP1		
P62701	RS4X_HUMAN	RPS4X	RPS4X CCG2 RPS4 SCAR	Small ribosomal subunit protein eS4, X isoform (40S ribosomal protein S4) (SCR10) (Single copy abundant mRNA protein)	yes	yes	RPS4X	eS4	40S	both	2	3	Donnellan 2022; Irshad 2019	OV90 parental; WIL2-NS; HMEC-1	in-cell, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-ov90; donnellan-2022-wil2ns; irshad-2019-hmec1	P62701	P62701 | 40S ribosomal protein S4, X isoform; 40S ribosomal protein S4		irshad-2019-hmec1: Site R77 is Arg in RPS4X but Ser in RPS2; Total arg 22 matches RPS4X exactly (RPS2 has 24). Row 85 separately covers RPS2 at R284.
A5A3E0	POTEF_HUMAN	POTEF	POTEF A26C1B	POTE ankyrin domain family member F (ANKRD26-like family C member 1B) (Chimeric POTE-actin protein)	yes					in-cell	2	3	Donnellan 2022; Zheng 2024	WIL2-NS; SH-SY5Y	in-cell, 500 uM MGO 24 h; in-cell, 0-1000 uM MGO	donnellan-2022-wil2ns; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	A5A3E0	A5A3E0 | POTE ankyrin domain family member F; A5A3E0	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
A8CG34	P121C_HUMAN	POM121C	POM121C	Nuclear envelope pore membrane protein POM 121C (Nuclear pore membrane protein 121-2) (Pore membrane protein of 121 kDa C)	yes					in-cell	2	3	Alhujaily 2021; Donnellan 2022	HEK293; PBL, 3 donors; WIL2-NS	in-cell, 131 uM MG 6 h; ex vivo, basal; in-cell, 500 uM MGO 24 h	alhujaily-2021-hek293; donnellan-2022-pbl; donnellan-2022-wil2ns	A8CG34	POM121C | Nuclear envelope pore membrane protein POM 121C; A8CG34 | Nuclear envelope pore membrane protein POM 121C	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported; donnellan-2022-pbl: primary cells, ex vivo	
P10827	THA_HUMAN	THRA	THRA EAR7 ERBA1 NR1A1 THRA1 THRA2	Thyroid hormone receptor alpha (Nuclear receptor subfamily 1 group A member 1) (V-erbA-related protein 7) (c-erbA-1) (c-erbA-alpha)	yes					in-cell	2	3	Alhujaily 2021; Zheng 2024	HEK293; SH-SY5Y	in-cell, 131 uM MG 6 h; in-cell, 0-1000 uM MGO	alhujaily-2021-hek293; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	P10827	THRA | Thyroid hormone receptor alpha; P10827; P10827 | Thyroid hormone receptor alpha	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported; zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
P21333	FLNA_HUMAN	FLNA	FLNA FLN FLN1	Filamin-A (Actin-binding protein 280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	yes					both	2	3	Ashour 2020; Irshad 2019	PDLF primary; HMEC-1	cell-free lysate + MG; in-cell, endogenous; cell-free lysate + 500 uM MG	ashour-2020-cellfree; ashour-2020-incell; irshad-2019-hmec1	P21333	FLNA_HUMAN | Filamin-A; Filamin-A | FLNA; Filamin A | FLNA	ashour-2020-incell: from main-text prose	
P23284	PPIB_HUMAN	PPIB	PPIB CYPB	Peptidyl-prolyl cis-trans isomerase B (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin)	yes					both	2	3	Ashour 2020; Donnellan 2022	PDLF primary; PBL, 3 donors; WIL2-NS	cell-free lysate + MG; ex vivo, basal; in-cell, 500 uM MGO 24 h	ashour-2020-cellfree; donnellan-2022-pbl; donnellan-2022-wil2ns	P23284	PPIB_HUMAN | Peptidyl-prolyl cis-trans isomerase B; P23284 | Peptidyl-prolyl cis-trans isomerase B	donnellan-2022-pbl: primary cells, ex vivo	
P35579	MYH9_HUMAN	MYH9	MYH9	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (Non-muscle myosin heavy chain IIa)	yes					both	2	3	Donnellan 2022; Irshad 2019	Caov3 parental; WIL2-NS; HMEC-1	in-cell, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-caov3; donnellan-2022-wil2ns; irshad-2019-hmec1	P35579	P35579 | Myosin-9; Myosin-9 | MYH9		
P50395	GDIB_HUMAN	GDI2	GDI2 RABGDIB	Rab GDP dissociation inhibitor beta (Guanosine diphosphate dissociation inhibitor 2)	yes					both	2	3	Ashour 2020; Donnellan 2022	PDLF primary; Caov3 parental; WIL2-NS	cell-free lysate + MG; in-cell, basal; in-cell, 500 uM MGO 24 h	ashour-2020-cellfree; donnellan-2022-caov3; donnellan-2022-wil2ns	P50395	GDIB_HUMAN | Rab GDP dissociation inhibitor beta; P50395 | Rab GDP dissociation inhibitor beta		
P60660	MYL6_HUMAN	MYL6	MYL6	Myosin light polypeptide 6 (17 kDa myosin light chain) (Myosin light chain 3) (Myosin light chain alkali 3) (Smooth muscle and nonmuscle myosin light chain alkali 6)	yes					in-cell	2	3	Donnellan 2022; Zheng 2024	WIL2-NS; SH-SY5Y	in-cell, 500 uM MGO 24 h; in-cell, 0-1000 uM MGO	donnellan-2022-wil2ns; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	F8W1R7; P60660	F8W1R7 | Myosin light polypeptide 6; P60660; P60660 | Myosin light polypeptide 6	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
P61160	ARP2_HUMAN	ACTR2	ACTR2 ARP2	Actin-related protein 2 (Actin-like protein 2)	yes					in-cell	2	3	Donnellan 2022; Zheng 2024	WIL2-NS; SH-SY5Y	in-cell, 500 uM MGO 24 h; in-cell, 0-1000 uM MGO	donnellan-2022-wil2ns; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	P61160	P61160 | Actin-related protein 2; P61160	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
P62136	PP1A_HUMAN	PPP1CA	PPP1CA PPP1A	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	yes					both	2	3	Donnellan 2022; Irshad 2019	PBL, 3 donors; WIL2-NS; HMEC-1	ex vivo, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-pbl; donnellan-2022-wil2ns; irshad-2019-hmec1	P62136	P62136 | Serine/threonine-protein phosphatase PP1-alpha catalytic subunit; Serine/threonine-protein phosphatase PP1-alpha catalytic subunit | PPP1CA	donnellan-2022-pbl: primary cells, ex vivo	
P62140	PP1B_HUMAN	PPP1CB	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	yes					both	2	3	Donnellan 2022; Irshad 2019	PBL, 3 donors; WIL2-NS; HMEC-1	ex vivo, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-pbl; donnellan-2022-wil2ns; irshad-2019-hmec1	P62140	P62140 | Serine/threonine-protein phosphatase PP1-beta catalytic subunit; Serine/threonine-protein phosphatase PP1-beta catalytic subunit | PPP1CB	donnellan-2022-pbl: primary cells, ex vivo	
P62820	RAB1A_HUMAN	RAB1A	RAB1A RAB1	Ras-related protein Rab-1A (YPT1-related protein)	yes					both	2	3	Donnellan 2022; Irshad 2019	OV90 parental; WIL2-NS; HMEC-1	in-cell, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-ov90; donnellan-2022-wil2ns; irshad-2019-hmec1	E7END7; P62820	E7END7 | Ras-related protein Rab-1A; Ras-related protein Rab 1A | RAB1A		
Q01082	SPTB2_HUMAN	SPTBN1	SPTBN1 SPTB2	Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)	yes					both	2	3	Donnellan 2022; Irshad 2019	Caov3 parental; WIL2-NS; HMEC-1	in-cell, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-caov3; donnellan-2022-wil2ns; irshad-2019-hmec1	Q01082	Q01082 | Isoform 2 of Spectrin beta chain, non-erythrocytic 1; Q01082 | Spectrin beta chain, non-erythrocytic 1; Spectrin beta non-erythrocytic 1 | SPTBN1		
Q5QNW6	H2B2F_HUMAN	H2BC18	H2BC18 HIST2H2BF	Histone H2B type 2-F (H2B-clustered histone 18)	yes					in-cell	2	3	Donnellan 2022; Zheng 2024	WIL2-NS; SH-SY5Y	in-cell, 500 uM MGO 24 h; in-cell, 0-1000 uM MGO	donnellan-2022-wil2ns; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	Q5QNW6	Q5QNW6 | Histone H2B type 2-F; Q5QNW6	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q70UQ0	IKIP_HUMAN	IKBIP	IKBIP IKIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	yes					both	2	3	Ashour 2020; Zheng 2024	PDLF primary; SH-SY5Y	cell-free lysate + MG; in-cell, 0-1000 uM MGO	ashour-2020-cellfree; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	Q70UQ0	IKIP_HUMAN | Isoform 4 of Inhibitor of nuclear factor kappa-B kinase- interacting protein; Q70UQ0; Q70UQ0 | IKBKB interacting protein.	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q92576	PHF3_HUMAN	PHF3	PHF3 KIAA0244	PHD finger protein 3	yes					in-cell	2	3	Donnellan 2022; Zheng 2024	WIL2-NS; SH-SY5Y	in-cell, 500 uM MGO 24 h; in-cell, 0-1000 uM MGO	donnellan-2022-wil2ns; zheng-2024-shsy5y-fig4; zheng-2024-shsy5y	Q92576	Q92576 | PHD finger protein 3; Q92576; Q92576 | PHD finger protein 3.	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q92945	FUBP2_HUMAN	KHSRP	KHSRP FUBP2	Far upstream element-binding protein 2 (KH type-splicing regulatory protein) (p75)	yes					both	2	3	Donnellan 2022; Irshad 2019	WIL2-NS; HAEC; HMEC-1	in-cell, 500 uM MGO 24 h; in-cell, 20 mM glucose; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-haec; irshad-2019-hmec1	Q92945	Q92945 | Far upstream element-binding protein 2; Far upstream element-binding protein 2 | FUBP2; Far upstream element-binding protein 2 | KHSRP	irshad-2019-haec: from main-text prose	
Q9BQE3	TBA1C_HUMAN	TUBA1C	TUBA1C TUBA6	Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain)	yes					both	2	3	Donnellan 2022; Irshad 2019	Caov3 parental; WIL2-NS; HMEC-1	in-cell, basal; in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-caov3; donnellan-2022-wil2ns; irshad-2019-hmec1	Q9BQE3	Q9BQE3 | Tubulin alpha-1C chain; TubulinTubulin alpha-1C chain | TUBA1C		
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1) (TNF inhibitory protein B1)	yes					both	2	3	Ashour 2020; Donnellan 2022	PDLF primary; OV90 parental; WIL2-NS	cell-free lysate + MG; in-cell, basal; in-cell, 500 uM MGO 24 h	ashour-2020-cellfree; donnellan-2022-ov90; donnellan-2022-wil2ns	Q9H299; Q5T123	SH3L3_HUMAN | SH3 domain-binding glutamic acid-rich-like protein 3; Q5T123 | SH3 domain-binding glutamic acid-rich-like protein 3		
P05387	RLA2_HUMAN	RPLP2	RPLP2 D11S2243E RPP2	Large ribosomal subunit protein P2 (60S acidic ribosomal protein P2) (Renal carcinoma antigen NY-REN-44)	yes	yes	RPLP2	P2	60S	cell-free	2	2	Ashour 2020; Irshad 2019	PDLF primary; HMEC-1	cell-free lysate + MG; cell-free lysate + 500 uM MG	ashour-2020-cellfree; irshad-2019-hmec1	P05387	RLA2_HUMAN | 60S acidic ribosomal protein P2; 60S acidic ribosomal protein P2 | RPLP2		
P15880	RS2_HUMAN	RPS2	RPS2 RPS4	Small ribosomal subunit protein uS5 (40S ribosomal protein S2) (40S ribosomal protein S4) (Protein LLRep3)	yes	yes	RPS2	uS5	40S	both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	P15880	P15880 | 40S ribosomal protein S2; 40S Ribosomal protein S2 | RPS2		
P26373	RL13_HUMAN	RPL13	RPL13 BBC1	Large ribosomal subunit protein eL13 (60S ribosomal protein L13) (Breast basic conserved protein 1)	yes	yes	RPL13	eL13	60S	both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	P26373	P26373 | 60S ribosomal protein L13; 60S ribosomal protein L13 | RPL13		
P39019	RS19_HUMAN	RPS19	RPS19	Small ribosomal subunit protein eS19 (40S ribosomal protein S19)	yes	yes	RPS19	eS19	40S	both	2	2	Donnellan 2022; Irshad 2019	OV90 parental; HMEC-1	in-cell, basal; cell-free lysate + 500 uM MG	donnellan-2022-ov90; irshad-2019-hmec1	P39019	P39019 | 40S ribosomal protein S19; 40S ribosomal protein S19 | RPS19		
P49207	RL34_HUMAN	RPL34	RPL34	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	yes	yes	RPL34	eL34	60S	both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	P49207	P49207 | 60S ribosomal protein L34; 60S ribosomal protein L34 | RPL34		
P62753	RS6_HUMAN	RPS6	RPS6	Small ribosomal subunit protein eS6 (40S ribosomal protein S6) (Phosphoprotein NP33)	yes	yes	RPS6	eS6	40S	both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	P62753	P62753 | 40S ribosomal protein S6; 40S ribosomal protein S6 | RPS6		
P62899	RL31_HUMAN	RPL31	RPL31	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	yes	yes	RPL31	eL31	60S	both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	P62899	P62899 | 60S ribosomal protein L31; 60S ribosomal protein L31 | RPL31		
P63244	RACK1_HUMAN	RACK1	RACK1 GNB2L1	Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (Receptor for activated C kinase) (Receptor for activated C kinase 1) (Receptor of activated protein C kinase 1)	yes	yes	RACK1	RACK1	40S	both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	P63244	P63244 | Receptor of activated protein C kinase 1; Receptor of activated protein C kinase 1 | RACK1		
P84098	RL19_HUMAN	RPL19	RPL19	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	yes	yes	RPL19	eL19	60S	both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	P84098	P84098 | 60S ribosomal protein L19; Ribosomal protein L19 | RPL19		
O00303	EIF3F_HUMAN	EIF3F	EIF3F EIF3S5	Eukaryotic translation initiation factor 3 subunit F (Deubiquitinating enzyme eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	yes					both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	O00303	O00303 | Eukaryotic translation initiation factor 3 subunit F; Eukaryotic translation initiation factor 3 subunit F		
O15144	ARPC2_HUMAN	ARPC2	ARPC2 ARC34	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit)	yes					both	2	2	Donnellan 2022; Irshad 2019	OV90 parental; HMEC-1	in-cell, basal; cell-free lysate + 500 uM MG	donnellan-2022-ov90; irshad-2019-hmec1	O15144	O15144 | Actin-related protein 2/3 complex subunit 2; Actin-related protein 2/3 complex subunit 2 | ARPC2		
O43390	HNRPR_HUMAN	HNRNPR	HNRNPR HNRPR	Heterogeneous nuclear ribonucleoprotein R	yes					both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	O43390	O43390 | Heterogeneous nuclear ribonucleoprotein R; O43390 | Isoform 2 of Heterogeneous nuclear ribonucleoprotein R; O43390 | Isoform 3 of Heterogeneous nuclear ribonucleoprotein R; Heterogeneous nuclear ribonucleoprotein R | HNRPR		
O43504	LTOR5_HUMAN	LAMTOR5	LAMTOR5 HBXIP XIP	Ragulator complex protein LAMTOR5 (Hepatitis B virus X-interacting protein) (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	yes					in-cell	2	2	Donnellan 2022; Zheng 2024	WIL2-NS; SH-SY5Y	in-cell, 500 uM MGO 24 h; in-cell, 0-1000 uM MGO	donnellan-2022-wil2ns; zheng-2024-shsy5y-fig4	O43504	O43504 | Ragulator complex protein LAMTOR5; LAMTOR5	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
O43707	ACTN4_HUMAN	ACTN4	ACTN4	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	yes					cell-free	2	2	Ashour 2020; Irshad 2019	PDLF primary; HMEC-1	cell-free lysate + MG; cell-free lysate + 500 uM MG	ashour-2020-cellfree; irshad-2019-hmec1	O43707	ACTN4_HUMAN | Alpha-actinin-4; Alpha-actinin-4 | ACTN4		
O43776	SYNC_HUMAN	NARS1	NARS1 NARS NRS	Asparagine--tRNA ligase, cytoplasmic (Asparaginyl-tRNA synthetase) (Asparaginyl-tRNA synthetase 1)	yes					both	2	2	Donnellan 2022; Irshad 2019	WIL2-NS; HMEC-1	in-cell, 500 uM MGO 24 h; cell-free lysate + 500 uM MG	donnellan-2022-wil2ns; irshad-2019-hmec1	K7ENF0; O43776	K7ENF0 | Asparagine--tRNA ligase, cytoplasmic; Asparagine--tRNA ligase, cytoplasmic | NARS		
O60879	DIAP2_HUMAN	DIAPH2	DIAPH2 DIA	Protein diaphanous homolog 2 (Diaphanous-related formin-2)	yes					in-cell	2	2	Donnellan 2022; Zheng 2024	Caov3 parental; SH-SY5Y	in-cell, basal; in-cell, 0-1000 uM MGO	donnellan-2022-caov3; zheng-2024-shsy5y-fig4	O60879	A6NML8 | Diaphanous homolog 2 (Drosophila), isoform CRA_c; DIAPH2	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
